"KO","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","reference","tax","description"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_108631_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria","Exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_318832_1","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,1RN4H@1236|Gammaproteobacteria,1X3WA@135614|Xanthomonadales","exodeoxyribonuclease iii"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_359056_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,43I5U@69277|Phyllobacteriaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_416798_1","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,4BAHI@82115|Rhizobiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_480671_1","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,1RN4H@1236|Gammaproteobacteria,1X3WA@135614|Xanthomonadales","exodeoxyribonuclease iii"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_520077_6","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,4B98S@82115|Rhizobiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_639827_2","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,43H73@69277|Phyllobacteriaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_678767_1","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,3JRXJ@41294|Bradyrhizobiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_945478_2","COG0708@1|root,COG0708@2|Bacteria,4NH0B@976|Bacteroidetes,1IRGZ@117747|Sphingobacteriia","PFAM Endonuclease Exonuclease phosphatase"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_971996_1","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria","exodeoxyribonuclease iii"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1048449_1","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DQ0S@85009|Propionibacteriales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1056907_1","COG0708@1|root,COG0708@2|Bacteria,2GKIS@201174|Actinobacteria","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1133183_2","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DY2W@85010|Pseudonocardiales","Exodeoxyribonuclease III xth"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1253257_2","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,1W7TS@1268|Micrococcaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1254532_2","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2VH7N@28216|Betaproteobacteria,1KJRR@119065|unclassified Burkholderiales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1267237_2","COG0708@1|root,COG0708@2|Bacteria,2GKIS@201174|Actinobacteria,4FM4A@85023|Microbacteriaceae","Endonuclease/Exonuclease/phosphatase family"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1334908_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,1JRJN@119045|Methylobacteriaceae","PFAM Endonuclease Exonuclease phosphatase"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1384828_2","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DQ0S@85009|Propionibacteriales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1505692_1","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DQ0S@85009|Propionibacteriales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1560618_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,4B8M8@82115|Rhizobiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1560810_3","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,1JSI2@119045|Methylobacteriaceae","PFAM Endonuclease Exonuclease phosphatase"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_1987397_2","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,43H73@69277|Phyllobacteriaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_2072143_4","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,2K0HF@204457|Sphingomonadales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_2352661_1","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DY2W@85010|Pseudonocardiales","Exodeoxyribonuclease III xth"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_2459555_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,2JQET@204441|Rhodospirillales","COG0708 Exonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_2515362_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,43I5U@69277|Phyllobacteriaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_2580193_1","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,3JRXJ@41294|Bradyrhizobiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3052886_1","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DY2W@85010|Pseudonocardiales","Exodeoxyribonuclease III xth"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3398550_4","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2TR5J@28211|Alphaproteobacteria,2JQTM@204441|Rhodospirillales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3474592_2","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DQ0S@85009|Propionibacteriales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3597692_2","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DQ0S@85009|Propionibacteriales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3638552_9","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,234X4@1762|Mycobacteriaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3659421_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,43I5U@69277|Phyllobacteriaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3680169_1","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2VI74@28216|Betaproteobacteria,3T375@506|Alcaligenaceae","Exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3700825_1","COG0708@1|root,COG0708@2|Bacteria","double-stranded DNA 3'-5' exodeoxyribonuclease activity"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_3753253_1","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4FFA0@85021|Intrasporangiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_4322882_31","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,1RN4H@1236|Gammaproteobacteria,1X301@135614|Xanthomonadales","DNA-(Apurinic or apyrimidinic site) lyase"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_4408850_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,2K09T@204457|Sphingomonadales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_4591986_2","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,2K09T@204457|Sphingomonadales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_4712072_3","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DY2W@85010|Pseudonocardiales","Exodeoxyribonuclease III xth"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_5125133_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,3JQMZ@41294|Bradyrhizobiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_5357287_1","COG0708@1|root,COG0708@2|Bacteria,2GKIS@201174|Actinobacteria,4FYFN@85025|Nocardiaceae","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_5390455_1","COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,1JRJN@119045|Methylobacteriaceae","PFAM Endonuclease Exonuclease phosphatase"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_5580239_1","COG0708@1|root,COG0708@2|Bacteria,2GKIS@201174|Actinobacteria,4FM4A@85023|Microbacteriaceae","Endonuclease/Exonuclease/phosphatase family"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_5626140_12","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,1RN4H@1236|Gammaproteobacteria,1X303@135614|Xanthomonadales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_5937890_2","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4DQ0S@85009|Propionibacteriales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_6087385_1","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,1RN4H@1236|Gammaproteobacteria,1X303@135614|Xanthomonadales","exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_6303532_2","COG0708@1|root,COG0708@2|Bacteria,4NH0B@976|Bacteroidetes,47KKN@768503|Cytophagia","Endonuclease/Exonuclease/phosphatase family"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_6425158_2","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4GC2H@85026|Gordoniaceae","Endonuclease/Exonuclease/phosphatase family"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_6593227_2","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,1RN4H@1236|Gammaproteobacteria","Exodeoxyribonuclease III"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_6662268_2","COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2VH7N@28216|Betaproteobacteria,4AA5T@80864|Comamonadaceae","Exodeoxyribonuclease III xth"
"ko:K01142",1721.84817257736,0.811740948511668,0.097896924668626,8.29179211971522,1.11554770078128e-16,2.91046395133836e-13,"k87_6958928_1","COG0708@1|root,COG0708@2|Bacteria,2GKEW@201174|Actinobacteria,4FKCK@85023|Microbacteriaceae","Endonuclease/Exonuclease/phosphatase family"
"ko:K01641,ko:K15311",4.07642046151735,-5.49918873211022,1.21721424119035,-4.51784784142225,6.247134911496e-06,0.00651950999363722,"k87_2220663_1","COG3425@1|root,COG3425@2|Bacteria,1TR4K@1239|Firmicutes,4HA67@91061|Bacilli,1ZE86@1386|Bacillus","synthase"
"ko:K01682",422.48239226865,0.3143012647095,0.0803562824025093,3.91134650972461,9.17829786622038e-05,0.0399102985549483,"k87_763756_1","COG1049@1|root,COG1049@2|Bacteria,1MVCR@1224|Proteobacteria,2VHT2@28216|Betaproteobacteria,4A9NW@80864|Comamonadaceae","Belongs to the aconitase IPM isomerase family"
"ko:K01682",422.48239226865,0.3143012647095,0.0803562824025093,3.91134650972461,9.17829786622038e-05,0.0399102985549483,"k87_1744946_8","COG1049@1|root,COG1049@2|Bacteria,1MVCR@1224|Proteobacteria,1RNMC@1236|Gammaproteobacteria,1X3YB@135614|Xanthomonadales","Belongs to the aconitase IPM isomerase family"
"ko:K01682",422.48239226865,0.3143012647095,0.0803562824025093,3.91134650972461,9.17829786622038e-05,0.0399102985549483,"k87_2628260_1","COG1049@1|root,COG1049@2|Bacteria,1MVCR@1224|Proteobacteria,2VHT2@28216|Betaproteobacteria,4A9NW@80864|Comamonadaceae","Belongs to the aconitase IPM isomerase family"
"ko:K01682",422.48239226865,0.3143012647095,0.0803562824025093,3.91134650972461,9.17829786622038e-05,0.0399102985549483,"k87_3837563_1","COG1049@1|root,COG1049@2|Bacteria,1MVCR@1224|Proteobacteria,2VHT2@28216|Betaproteobacteria,4A9NW@80864|Comamonadaceae","Belongs to the aconitase IPM isomerase family"
"ko:K01682",422.48239226865,0.3143012647095,0.0803562824025093,3.91134650972461,9.17829786622038e-05,0.0399102985549483,"k87_5632083_1","COG1049@1|root,COG1049@2|Bacteria,1MVCR@1224|Proteobacteria,2VHT2@28216|Betaproteobacteria,4A9NW@80864|Comamonadaceae","Belongs to the aconitase IPM isomerase family"
"ko:K01961",1535.42761860411,0.173381511444525,0.03960165506765,4.37813801338211,1.19697546170885e-05,0.00892259708456681,"k87_78531_1","COG0439@1|root,COG0439@2|Bacteria,1MU4H@1224|Proteobacteria,2U25Z@28211|Alphaproteobacteria,1JRWT@119045|Methylobacteriaceae","TIGRFAM acetyl-CoA carboxylase, biotin carboxylase"
"ko:K01961",1535.42761860411,0.173381511444525,0.03960165506765,4.37813801338211,1.19697546170885e-05,0.00892259708456681,"k87_204156_2","COG0439@1|root,COG0439@2|Bacteria,2I2S0@201174|Actinobacteria,4CP7I@84995|Rubrobacteria","Carbamoyl-phosphate synthase L chain, ATP-binding Carbamoyl-phosphate synthetase large chain-like biotin carboxylase-like"
